TIMESTAMP,TCPIP_APP_NAME,TCPIP_PORT,TCPIP_WEIGHT,TCPIP_PACKTS_SENT,TCPIP_PACKETS_RECVD,TCPIP_BYTES_SENT,TCPIP_BYTES_RECVD,TCPIP_MSG_SENT,TCPIP_MSG_RECVD
2019-02-28 13:51:10,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:51:10,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:51:10,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:51:10,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:51:10,TRIPSRUS,10000,100,0,4377,0,65655,0,4377
2019-02-28 13:51:20,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:51:20,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:51:20,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:51:20,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:51:20,TRIPSRUS,10000,100,0,5008,0,75120,0,5008
2019-02-28 13:51:30,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:51:30,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:51:30,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:51:30,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:51:30,TRIPSRUS,10000,100,0,5776,0,86640,0,5776
2019-02-28 13:51:40,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:51:40,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:51:40,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:51:40,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:51:40,TRIPSRUS,10000,100,0,5798,0,86970,0,5798
2019-02-28 13:51:50,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:51:50,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:51:50,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:51:50,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:51:50,TRIPSRUS,10000,100,0,5071,0,76065,0,5071
2019-02-28 13:52:00,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:52:00,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:52:00,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:52:00,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:52:00,TRIPSRUS,10000,100,0,4404,0,66060,0,4404
2019-02-28 13:52:10,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:52:10,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:52:10,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:52:10,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:52:10,TRIPSRUS,10000,100,0,4347,0,65205,0,4347
2019-02-28 13:52:20,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:52:20,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:52:20,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:52:20,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:52:20,TRIPSRUS,10000,100,0,5063,0,75945,0,5063
2019-02-28 13:52:30,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:52:30,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:52:30,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:52:30,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:52:30,TRIPSRUS,10000,100,0,5731,0,85965,0,5731
2019-02-28 13:52:40,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:52:40,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:52:40,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:52:40,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:52:40,TRIPSRUS,10000,100,0,5751,0,86265,0,5751
2019-02-28 13:52:50,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:52:50,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:52:50,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:52:50,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:52:50,TRIPSRUS,10000,100,0,5144,0,77160,0,5144
2019-02-28 13:53:00,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:53:00,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:53:00,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:53:00,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:53:00,TRIPSRUS,10000,100,0,4409,0,66135,0,4409
2019-02-28 13:53:10,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:53:10,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:53:10,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:53:10,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:53:10,TRIPSRUS,10000,100,0,4361,0,65415,0,4361
2019-02-28 13:53:20,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:53:20,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:53:20,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:53:20,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:53:20,TRIPSRUS,10000,100,0,5066,0,75990,0,5066
2019-02-28 13:53:30,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:53:30,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:53:30,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:53:30,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:53:30,TRIPSRUS,10000,100,0,5700,0,85500,0,5700
2019-02-28 13:53:40,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:53:40,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:53:40,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:53:40,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:53:40,TRIPSRUS,10000,100,0,5779,0,86685,0,5779
2019-02-28 13:53:50,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:53:50,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:53:50,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:53:50,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:53:50,TRIPSRUS,10000,100,0,5018,0,75270,0,5018
2019-02-28 13:54:00,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:54:00,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:54:00,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:54:00,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:54:00,TRIPSRUS,10000,100,0,4440,0,66600,0,4440
2019-02-28 13:54:10,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:54:10,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:54:10,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:54:10,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:54:10,TRIPSRUS,10000,100,0,4364,0,65460,0,4364
2019-02-28 13:54:20,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:54:20,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:54:20,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:54:20,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:54:20,TRIPSRUS,10000,100,0,5133,0,76995,0,5133
2019-02-28 13:54:30,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:54:30,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:54:30,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:54:30,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:54:30,TRIPSRUS,10000,100,0,5753,0,86295,0,5753
2019-02-28 13:54:40,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:54:40,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:54:40,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:54:40,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:54:40,TRIPSRUS,10000,100,0,5781,0,86715,0,5781
2019-02-28 13:54:50,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:54:50,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:54:50,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:54:50,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:54:50,TRIPSRUS,10000,100,0,5093,0,76395,0,5093
2019-02-28 13:55:00,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:55:00,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:55:00,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:55:00,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:55:00,TRIPSRUS,10000,100,0,4369,0,65535,0,4369
2019-02-28 13:55:10,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:55:10,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:55:10,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:55:10,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:55:10,TRIPSRUS,10000,100,0,4441,0,66615,0,4441
2019-02-28 13:55:20,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:55:20,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:55:20,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:55:20,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:55:20,TRIPSRUS,10000,100,0,5041,0,75615,0,5041
2019-02-28 13:55:30,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:55:30,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:55:30,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:55:30,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:55:30,TRIPSRUS,10000,100,0,5773,0,86595,0,5773
2019-02-28 13:55:40,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:55:40,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:55:40,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:55:40,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:55:40,TRIPSRUS,10000,100,0,5783,0,86745,0,5783
2019-02-28 13:55:50,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:55:50,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:55:50,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:55:50,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:55:50,TRIPSRUS,10000,100,0,5053,0,75795,0,5053
2019-02-28 13:56:00,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:56:00,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:56:00,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:56:00,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:56:00,TRIPSRUS,10000,100,0,4372,0,65580,0,4372
2019-02-28 13:56:10,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:56:10,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:56:10,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:56:10,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:56:10,TRIPSRUS,10000,100,0,4392,0,65880,0,4392
2019-02-28 13:56:20,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:56:20,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:56:20,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:56:20,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:56:20,TRIPSRUS,10000,100,0,5046,0,75690,0,5046
2019-02-28 13:56:30,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:56:30,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:56:30,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:56:30,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:56:30,TRIPSRUS,10000,100,0,5742,0,86130,0,5742
2019-02-28 13:56:40,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:56:40,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:56:40,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:56:40,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:56:40,TRIPSRUS,10000,100,0,5780,0,86700,0,5780
2019-02-28 13:56:50,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:56:50,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:56:50,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:56:50,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:56:50,TRIPSRUS,10000,100,0,5048,0,75720,0,5048
2019-02-28 13:57:00,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:57:00,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:57:00,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:57:00,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:57:00,TRIPSRUS,10000,100,0,4371,0,65565,0,4371
2019-02-28 13:57:10,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:57:10,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:57:10,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:57:10,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:57:10,TRIPSRUS,10000,100,0,4440,0,66600,0,4440
2019-02-28 13:57:20,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:57:20,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:57:20,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:57:20,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:57:20,TRIPSRUS,10000,100,0,5000,0,75000,0,5000
2019-02-28 13:57:30,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:57:30,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:57:30,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:57:30,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:57:30,TRIPSRUS,10000,100,0,5787,0,86805,0,5787
2019-02-28 13:57:40,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:57:40,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:57:40,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:57:40,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:57:40,TRIPSRUS,10000,100,0,5707,0,85605,0,5707
2019-02-28 13:57:50,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:57:50,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:57:50,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:57:50,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:57:50,TRIPSRUS,10000,100,0,5014,0,75210,0,5014
2019-02-28 13:58:00,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:58:00,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:58:00,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:58:00,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:58:00,TRIPSRUS,10000,100,0,4371,0,65565,0,4371
2019-02-28 13:58:10,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:58:10,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:58:10,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:58:10,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:58:10,TRIPSRUS,10000,100,0,4400,0,66000,0,4400
2019-02-28 13:58:20,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:58:20,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:58:20,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:58:20,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:58:20,TRIPSRUS,10000,100,0,5054,0,75810,0,5054
2019-02-28 13:58:30,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:58:30,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:58:30,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:58:30,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:58:30,TRIPSRUS,10000,100,0,5745,0,86175,0,5745
2019-02-28 13:58:40,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:58:40,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:58:40,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:58:40,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:58:40,TRIPSRUS,10000,100,0,5740,0,86100,0,5740
2019-02-28 13:58:50,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:58:50,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:58:50,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:58:50,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:58:50,TRIPSRUS,10000,100,0,5069,0,76035,0,5069
2019-02-28 13:59:00,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:59:00,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:59:00,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:59:00,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:59:00,TRIPSRUS,10000,100,0,4380,0,65700,0,4380
2019-02-28 13:59:10,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:59:10,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:59:10,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:59:10,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:59:10,TRIPSRUS,10000,100,0,4420,0,66300,0,4420
2019-02-28 13:59:20,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:59:20,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:59:20,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:59:20,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:59:20,TRIPSRUS,10000,100,0,5132,0,76980,0,5132
2019-02-28 13:59:30,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:59:30,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:59:30,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:59:30,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:59:30,TRIPSRUS,10000,100,0,5714,0,85710,0,5714
2019-02-28 13:59:40,TPFN8601,8601,100,0,0,0,0,0,0
2019-02-28 13:59:40,TPFN8603,8603,100,0,0,0,0,0,0
2019-02-28 13:59:40,TPFR8600,8600,100,0,0,0,0,0,0
2019-02-28 13:59:40,TPFR8602,8602,100,0,0,0,0,0,0
2019-02-28 13:59:40,TRIPSRUS,10000,100,0,5754,0,86310,0,5754
