TIMESTAMP,SYSM_TIME_DIFF_MS,HIGH_SPD_MSGS,LOW_SPD_MSGS,ROUTED_ENTRIES,CRTD_ENTS,SSCP_INPUT_MSGS,PRCSSR_UTL,NUMBER_OF_ISTREAMS,USABLE_ISTREAMS,CDC_INSDB_IN_MSGS,COMMITS,CF_REQUESTS,SHUTDOWN1,SHUTDOWN2,TRACES,GP_UTIL,GP_CAP,GP_ENGINES,IS_CAP
2019-02-28 14:01:10,10098,0,0,0,4717,0,143,99,8,0,5,0,0,0,1024,142,1000,2,8
2019-02-28 14:01:20,10190,0,0,0,5535,0,168,99,8,0,6,0,0,0,1024,165,1000,2,8
2019-02-28 14:01:30,10104,0,0,0,6088,0,182,99,8,0,6,0,0,0,1024,178,1000,2,8
2019-02-28 14:01:40,10289,0,0,0,6126,0,191,99,8,0,7,0,0,0,1024,189,1000,2,8
2019-02-28 14:01:50,10263,0,0,0,5336,0,176,99,8,0,9,0,0,0,1024,170,1000,2,8
2019-02-28 14:02:00,10057,0,0,0,4658,0,144,99,8,0,9,0,0,0,1024,144,1000,2,8
2019-02-28 14:02:10,10088,0,0,0,4685,0,150,99,8,0,5,0,0,0,1024,148,1000,2,8
2019-02-28 14:02:20,10243,0,0,0,5352,0,174,99,8,0,6,0,0,0,1024,173,1000,2,8
2019-02-28 14:02:30,10068,0,0,0,6111,0,184,99,8,0,7,0,0,0,1024,182,1000,2,8
2019-02-28 14:02:40,10224,0,0,0,6136,0,195,99,8,0,5,0,0,0,1024,194,1000,2,8
2019-02-28 14:02:50,10163,0,0,0,5358,0,182,99,8,0,8,0,0,0,1024,177,1000,2,8
2019-02-28 14:03:00,10110,0,0,0,4631,0,154,99,8,0,6,0,0,0,1024,152,1000,2,8
2019-02-28 14:03:10,10139,0,0,0,4685,0,155,99,8,0,9,0,0,0,1024,156,1000,2,8
2019-02-28 14:03:20,10172,0,0,0,5383,0,181,99,8,0,7,0,0,0,1024,177,1000,2,8
2019-02-28 14:03:30,10215,0,0,0,6139,0,196,99,8,0,6,0,0,0,1024,192,1000,2,8
2019-02-28 14:03:40,10164,0,0,0,6073,0,204,99,8,0,6,0,0,0,1024,199,1000,2,8
2019-02-28 14:03:50,10097,0,0,0,5332,0,186,99,8,0,5,0,0,0,1024,186,1000,2,8
2019-02-28 14:04:00,10076,0,0,0,4693,0,154,99,8,0,8,0,0,0,1024,154,1000,2,8
2019-02-28 14:04:10,10261,0,0,0,4623,0,159,99,8,0,8,0,0,0,1024,160,1000,2,8
2019-02-28 14:04:20,10154,0,0,0,5460,0,185,99,8,0,5,0,0,0,1024,187,1000,2,8
2019-02-28 14:04:30,10124,0,0,0,6127,0,200,99,8,0,9,0,0,0,1024,201,1000,2,8
2019-02-28 14:04:40,10263,0,0,0,6134,0,210,99,8,0,8,0,0,0,1024,209,1000,2,8
2019-02-28 14:04:50,10286,0,0,0,5339,0,197,99,8,0,9,0,0,0,1024,190,1000,2,8
2019-02-28 14:05:00,10186,0,0,0,4665,0,189,99,8,0,9,0,0,0,1024,186,1000,4,8
2019-02-28 14:05:10,10090,0,0,0,4677,0,135,99,8,0,7,0,0,0,1024,128,1000,2,8
2019-02-28 14:05:20,10114,0,0,0,5364,0,148,99,8,0,5,0,0,0,1024,144,1000,2,8
2019-02-28 14:05:30,10245,0,0,0,6104,0,158,99,8,0,5,0,0,0,1024,159,1000,2,8
2019-02-28 14:05:40,10221,0,0,0,6108,0,170,99,8,0,6,0,0,0,1024,163,1000,2,8
2019-02-28 14:05:50,10251,0,0,0,5472,0,152,99,8,0,5,0,0,0,1024,146,1000,2,8
2019-02-28 14:06:00,10180,0,0,0,4675,0,132,99,8,0,8,0,0,0,1024,130,1000,2,8
2019-02-28 14:06:10,10096,0,0,0,4622,0,133,99,8,0,9,0,0,0,1024,130,1000,2,8
2019-02-28 14:06:20,10227,0,0,0,5401,0,149,99,8,0,6,0,0,0,1024,150,1000,2,8
2019-02-28 14:06:30,10134,0,0,0,6130,0,169,99,8,0,9,0,0,0,1024,164,1000,2,8
2019-02-28 14:06:40,10276,0,0,0,6107,0,176,99,8,0,5,0,0,0,1024,173,1000,2,8
2019-02-28 14:06:50,10268,0,0,0,5395,0,159,99,8,0,8,0,0,0,1024,156,1000,2,8
2019-02-28 14:07:00,10057,0,0,0,4664,0,137,99,8,0,7,0,0,0,1024,135,1000,2,8
2019-02-28 14:07:10,10297,0,0,0,4677,0,138,99,8,0,9,0,0,0,1024,136,1000,2,8
2019-02-28 14:07:20,10299,0,0,0,5394,0,155,99,8,0,5,0,0,0,1024,156,1000,2,8
2019-02-28 14:07:30,10109,0,0,0,6076,0,170,99,8,0,7,0,0,0,1024,169,1000,2,8
2019-02-28 14:07:40,10249,0,0,0,6171,0,184,99,8,0,6,0,0,0,1024,180,1000,2,8
2019-02-28 14:07:50,10289,0,0,0,5280,0,162,99,8,0,5,0,0,0,1024,157,1000,2,8
2019-02-28 14:08:00,10152,0,0,0,4720,0,139,99,8,0,9,0,0,0,1024,137,1000,2,8
2019-02-28 14:08:10,10089,0,0,0,4714,0,142,99,8,0,9,0,0,0,1024,139,1000,2,8
2019-02-28 14:08:20,10221,0,0,0,5411,0,169,99,8,0,5,0,0,0,1024,168,1000,2,8
2019-02-28 14:08:30,10225,0,0,0,6177,0,181,99,8,0,8,0,0,0,1024,177,1000,2,8
2019-02-28 14:08:40,10063,0,0,0,6095,0,192,99,8,0,5,0,0,0,1024,189,1000,2,8
2019-02-28 14:08:50,10060,0,0,0,5304,0,176,99,8,0,8,0,0,0,1024,174,1000,2,8
2019-02-28 14:09:00,10176,0,0,0,4690,0,145,99,8,0,8,0,0,0,1024,143,1000,2,8
2019-02-28 14:09:10,10228,0,0,0,4666,0,152,99,8,0,5,0,0,0,1024,149,1000,2,8
2019-02-28 14:09:20,10230,0,0,0,5282,0,174,99,8,0,7,0,0,0,1024,172,1000,2,8
2019-02-28 14:09:30,10257,0,0,0,6057,0,184,99,8,0,5,0,0,0,1024,186,1000,2,8
2019-02-28 14:09:40,10171,0,0,0,6120,0,195,99,8,0,8,0,0,0,1024,193,1000,2,8
2019-02-28 14:09:50,10103,0,0,0,5323,0,181,99,8,0,8,0,0,0,1024,176,1000,2,8
2019-02-28 14:10:00,10078,0,0,0,4628,0,154,99,8,0,8,0,0,0,1024,149,1000,2,8
2019-02-28 14:10:10,10082,0,0,0,4559,0,154,99,8,0,8,0,0,0,1024,156,1000,2,8
2019-02-28 14:10:20,10158,0,0,0,5402,0,181,99,8,0,7,0,0,0,1024,176,1000,2,8
2019-02-28 14:10:30,10257,0,0,0,6068,0,193,99,8,0,7,0,0,0,1024,190,1000,2,8
2019-02-28 14:10:40,10199,0,0,0,6175,0,201,99,8,0,6,0,0,0,1024,202,1000,2,8
2019-02-28 14:10:50,10095,0,0,0,5452,0,186,99,8,0,9,0,0,0,1024,187,1000,2,8
2019-02-28 14:11:00,10113,0,0,0,4619,0,159,99,8,0,9,0,0,0,1024,154,1000,2,8
2019-02-28 14:11:10,10215,0,0,0,4654,0,164,99,8,0,7,0,0,0,1024,159,1000,2,8
2019-02-28 14:11:20,10051,0,0,0,5336,0,188,99,8,0,7,0,0,0,1024,181,1000,2,8
2019-02-28 14:11:30,10171,0,0,0,6122,0,204,99,8,0,9,0,0,0,1024,199,1000,2,8
2019-02-28 14:11:40,10175,0,0,0,6090,0,210,99,8,0,5,0,0,0,1024,208,1000,2,8
2019-02-28 14:11:50,10148,0,0,0,5459,0,193,99,8,0,6,0,0,0,1024,194,1000,2,8
2019-02-28 14:12:00,10123,0,0,0,4647,0,186,99,8,0,7,0,0,0,1024,183,1000,4,8
2019-02-28 14:12:10,10166,0,0,0,4641,0,132,99,8,0,8,0,0,0,1024,131,1000,2,8
2019-02-28 14:12:20,10070,0,0,0,5337,0,144,99,8,0,7,0,0,0,1024,144,1000,2,8
2019-02-28 14:12:30,10197,0,0,0,6064,0,157,99,8,0,8,0,0,0,1024,158,1000,2,8
2019-02-28 14:12:40,10141,0,0,0,6149,0,169,99,8,0,6,0,0,0,1024,166,1000,2,8
2019-02-28 14:12:50,10219,0,0,0,5469,0,151,99,8,0,8,0,0,0,1024,148,1000,2,8
2019-02-28 14:13:00,10241,0,0,0,4682,0,129,99,8,0,6,0,0,0,1024,128,1000,2,8
2019-02-28 14:13:10,10140,0,0,0,4692,0,131,99,8,0,6,0,0,0,1024,132,1000,2,8
2019-02-28 14:13:20,10119,0,0,0,5390,0,152,99,8,0,6,0,0,0,1024,149,1000,2,8
2019-02-28 14:13:30,10183,0,0,0,6046,0,166,99,8,0,8,0,0,0,1024,163,1000,2,8
2019-02-28 14:13:40,10185,0,0,0,6142,0,175,99,8,0,6,0,0,0,1024,170,1000,2,8
2019-02-28 14:13:50,10134,0,0,0,5368,0,156,99,8,0,7,0,0,0,1024,155,1000,2,8
2019-02-28 14:14:00,10082,0,0,0,4602,0,138,99,8,0,8,0,0,0,1024,133,1000,2,8
2019-02-28 14:14:10,10160,0,0,0,4699,0,139,99,8,0,6,0,0,0,1024,139,1000,2,8
2019-02-28 14:14:20,10112,0,0,0,5423,0,156,99,8,0,5,0,0,0,1024,155,1000,2,8
2019-02-28 14:14:30,10156,0,0,0,6071,0,171,99,8,0,9,0,0,0,1024,171,1000,2,8
2019-02-28 14:14:40,10052,0,0,0,6131,0,180,99,8,0,9,0,0,0,1024,182,1000,2,8
2019-02-28 14:14:50,10152,0,0,0,5344,0,163,99,8,0,7,0,0,0,1024,159,1000,2,8
2019-02-28 14:15:00,10193,0,0,0,4707,0,143,99,8,0,9,0,0,0,1024,137,1000,2,8
2019-02-28 14:15:10,10236,0,0,0,4610,0,143,99,8,0,9,0,0,0,1024,141,1000,2,8
2019-02-28 14:15:20,10289,0,0,0,5472,0,170,99,8,0,5,0,0,0,1024,166,1000,2,8
2019-02-28 14:15:30,10292,0,0,0,6035,0,184,99,8,0,8,0,0,0,1024,180,1000,2,8
2019-02-28 14:15:40,10288,0,0,0,6073,0,192,99,8,0,8,0,0,0,1024,185,1000,2,8
2019-02-28 14:15:50,10088,0,0,0,5327,0,172,99,8,0,5,0,0,0,1024,173,1000,2,8
2019-02-28 14:16:00,10102,0,0,0,4642,0,148,99,8,0,5,0,0,0,1024,143,1000,2,8
2019-02-28 14:16:10,10053,0,0,0,4652,0,150,99,8,0,6,0,0,0,1024,148,1000,2,8
2019-02-28 14:16:20,10117,0,0,0,5325,0,175,99,8,0,8,0,0,0,1024,172,1000,2,8
2019-02-28 14:16:30,10281,0,0,0,6059,0,189,99,8,0,8,0,0,0,1024,185,1000,2,8
2019-02-28 14:16:40,10051,0,0,0,6168,0,192,99,8,0,6,0,0,0,1024,191,1000,2,8
2019-02-28 14:16:50,10092,0,0,0,5398,0,177,99,8,0,5,0,0,0,1024,177,1000,2,8
2019-02-28 14:17:00,10215,0,0,0,4699,0,154,99,8,0,8,0,0,0,1024,151,1000,2,8
2019-02-28 14:17:10,10128,0,0,0,4665,0,159,99,8,0,7,0,0,0,1024,154,1000,2,8
2019-02-28 14:17:20,10066,0,0,0,5436,0,179,99,8,0,9,0,0,0,1024,177,1000,2,8
2019-02-28 14:17:30,10224,0,0,0,6018,0,195,99,8,0,8,0,0,0,1024,188,1000,2,8
2019-02-28 14:17:40,10052,0,0,0,6117,0,199,99,8,0,9,0,0,0,1024,200,1000,2,8
2019-02-28 14:17:50,10237,0,0,0,5392,0,185,99,8,0,5,0,0,0,1024,186,1000,2,8
2019-02-28 14:18:00,10104,0,0,0,4693,0,157,99,8,0,9,0,0,0,1024,156,1000,2,8
2019-02-28 14:18:10,10062,0,0,0,4655,0,165,99,8,0,9,0,0,0,1024,158,1000,2,8
2019-02-28 14:18:20,10247,0,0,0,5456,0,190,99,8,0,5,0,0,0,1024,184,1000,2,8
2019-02-28 14:18:30,10160,0,0,0,6081,0,206,99,8,0,8,0,0,0,1024,202,1000,2,8
2019-02-28 14:18:40,10189,0,0,0,6094,0,214,99,8,0,7,0,0,0,1024,210,1000,2,8
2019-02-28 14:18:50,10293,0,0,0,5514,0,199,99,8,0,9,0,0,0,1024,192,1000,2,8
2019-02-28 14:19:00,10220,0,0,0,4689,0,190,99,8,0,7,0,0,0,1024,182,1000,4,8
2019-02-28 14:19:10,10154,0,0,0,4639,0,130,99,8,0,8,0,0,0,1024,131,1000,2,8
2019-02-28 14:19:20,10103,0,0,0,5341,0,148,99,8,0,7,0,0,0,1024,146,1000,2,8
2019-02-28 14:19:30,10140,0,0,0,6108,0,162,99,8,0,7,0,0,0,1024,157,1000,2,8
2019-02-28 14:19:40,10281,0,0,0,6111,0,167,99,8,0,9,0,0,0,1024,163,1000,2,8
2019-02-28 14:19:50,10081,0,0,0,5465,0,148,99,8,0,6,0,0,0,1024,147,1000,2,8
2019-02-28 14:20:00,10122,0,0,0,4648,0,132,99,8,0,8,0,0,0,1024,130,1000,2,8
2019-02-28 14:20:10,10159,0,0,0,4605,0,131,99,8,0,9,0,0,0,1024,131,1000,2,8
2019-02-28 14:20:20,10203,0,0,0,5413,0,149,99,8,0,5,0,0,0,1024,149,1000,2,8
2019-02-28 14:20:30,10170,0,0,0,6028,0,166,99,8,0,9,0,0,0,1024,163,1000,2,8
2019-02-28 14:20:40,10170,0,0,0,6103,0,173,99,8,0,7,0,0,0,1024,174,1000,2,8
2019-02-28 14:20:50,10157,0,0,0,5331,0,157,99,8,0,5,0,0,0,1024,154,1000,2,8
2019-02-28 14:21:00,10079,0,0,0,4631,0,138,99,8,0,7,0,0,0,1024,135,1000,2,8
2019-02-28 14:21:10,10209,0,0,0,4607,0,140,99,8,0,8,0,0,0,1024,140,1000,2,8
2019-02-28 14:21:20,10289,0,0,0,5362,0,155,99,8,0,8,0,0,0,1024,157,1000,2,8
2019-02-28 14:21:30,10193,0,0,0,6095,0,172,99,8,0,9,0,0,0,1024,171,1000,2,8
2019-02-28 14:21:40,10155,0,0,0,6065,0,185,99,8,0,9,0,0,0,1024,179,1000,2,8
2019-02-28 14:21:50,10170,0,0,0,5273,0,162,99,8,0,9,0,0,0,1024,158,1000,2,8
2019-02-28 14:22:00,10156,0,0,0,4714,0,144,99,8,0,9,0,0,0,1024,141,1000,2,8
2019-02-28 14:22:10,10133,0,0,0,4624,0,142,99,8,0,6,0,0,0,1024,143,1000,2,8
2019-02-28 14:22:20,10183,0,0,0,5531,0,171,99,8,0,9,0,0,0,1024,169,1000,2,8
2019-02-28 14:22:30,10100,0,0,0,6197,0,183,99,8,0,5,0,0,0,1024,176,1000,2,8
2019-02-28 14:22:40,10129,0,0,0,6017,0,188,99,8,0,5,0,0,0,1024,186,1000,2,8
2019-02-28 14:22:50,10222,0,0,0,5315,0,172,99,8,0,6,0,0,0,1024,175,1000,2,8
2019-02-28 14:23:00,10291,0,0,0,4644,0,144,99,8,0,5,0,0,0,1024,144,1000,2,8
2019-02-28 14:23:10,10052,0,0,0,4697,0,149,99,8,0,5,0,0,0,1024,150,1000,2,8
2019-02-28 14:23:20,10261,0,0,0,5336,0,172,99,8,0,6,0,0,0,1024,173,1000,2,8
2019-02-28 14:23:30,10111,0,0,0,6009,0,189,99,8,0,9,0,0,0,1024,185,1000,2,8
2019-02-28 14:23:40,10255,0,0,0,6026,0,192,99,8,0,7,0,0,0,1024,195,1000,2,8
2019-02-28 14:23:50,10233,0,0,0,5298,0,180,99,8,0,7,0,0,0,1024,179,1000,2,8
2019-02-28 14:24:00,10227,0,0,0,4697,0,153,99,8,0,5,0,0,0,1024,150,1000,2,8
2019-02-28 14:24:10,10217,0,0,0,4682,0,155,99,8,0,5,0,0,0,1024,154,1000,2,8
2019-02-28 14:24:20,10153,0,0,0,5435,0,180,99,8,0,8,0,0,0,1024,176,1000,2,8
2019-02-28 14:24:30,10102,0,0,0,6093,0,195,99,8,0,6,0,0,0,1024,191,1000,2,8
2019-02-28 14:24:40,10163,0,0,0,6182,0,202,99,8,0,6,0,0,0,1024,197,1000,2,8
2019-02-28 14:24:50,10257,0,0,0,5475,0,190,99,8,0,5,0,0,0,1024,183,1000,2,8
2019-02-28 14:25:00,10104,0,0,0,4673,0,155,99,8,0,6,0,0,0,1024,155,1000,2,8
2019-02-28 14:25:10,10208,0,0,0,4618,0,164,99,8,0,7,0,0,0,1024,159,1000,2,8
2019-02-28 14:25:20,10200,0,0,0,5351,0,187,99,8,0,6,0,0,0,1024,183,1000,2,8
2019-02-28 14:25:30,10085,0,0,0,6177,0,206,99,8,0,8,0,0,0,1024,201,1000,2,8
2019-02-28 14:25:40,10213,0,0,0,6093,0,214,99,8,0,5,0,0,0,1024,208,1000,2,8
2019-02-28 14:25:50,10170,0,0,0,5445,0,198,99,8,0,8,0,0,0,1024,192,1000,2,8
2019-02-28 14:26:00,10268,0,0,0,4731,0,189,99,8,0,5,0,0,0,1024,188,1000,4,8
