TIMESTAMP,CROSS_LIST,READY_LIST,INPUT_LIST,DEFERRED_LIST,ACTIVE_ECBS,SUSPEND_LIST,VCT_LIST,SREADY_LIST,SINPUT_LIST,SDEFERRED_LIST,LPU_ECBS
2019-02-28 13:51:10,1,0,0,0,41,0,0,0,0,0,0
2019-02-28 13:51:20,1,1,0,0,43,0,0,0,0,0,0
2019-02-28 13:51:30,0,0,0,0,44,0,0,0,0,0,0
2019-02-28 13:51:40,1,1,0,0,40,0,0,0,0,0,0
2019-02-28 13:51:50,1,1,0,0,43,0,0,0,0,0,0
2019-02-28 13:52:00,1,1,0,0,41,0,0,0,0,0,0
2019-02-28 13:52:10,0,1,0,0,40,0,0,0,0,0,0
2019-02-28 13:52:20,1,1,0,0,41,0,0,0,0,0,0
2019-02-28 13:52:30,1,0,0,0,40,0,0,0,0,0,0
2019-02-28 13:52:40,1,0,0,0,41,0,0,0,0,0,0
2019-02-28 13:52:50,0,1,0,0,43,0,0,0,0,0,0
2019-02-28 13:53:00,1,1,0,0,43,0,0,0,0,0,0
2019-02-28 13:53:10,0,1,0,0,43,0,0,0,0,0,0
2019-02-28 13:53:20,1,0,0,0,41,0,0,0,0,0,0
2019-02-28 13:53:30,1,0,0,0,44,0,0,0,0,0,0
2019-02-28 13:53:40,0,1,0,0,41,0,0,0,0,0,0
2019-02-28 13:53:50,1,1,0,0,43,0,0,0,0,0,0
2019-02-28 13:54:00,1,0,0,0,43,0,0,0,0,0,0
2019-02-28 13:54:10,1,1,0,0,41,0,0,0,0,0,0
2019-02-28 13:54:20,1,1,0,0,44,0,0,0,0,0,0
2019-02-28 13:54:30,0,1,0,0,43,0,0,0,0,0,0
2019-02-28 13:54:40,1,0,0,0,44,0,0,0,0,0,0
2019-02-28 13:54:50,1,1,0,0,40,0,0,0,0,0,0
2019-02-28 13:55:00,1,0,0,0,41,0,0,0,0,0,0
2019-02-28 13:55:10,1,0,0,0,41,0,0,0,0,0,0
2019-02-28 13:55:20,0,1,0,0,44,0,0,0,0,0,0
2019-02-28 13:55:30,2,0,0,0,40,0,0,0,0,0,0
2019-02-28 13:55:40,1,1,0,0,41,0,0,0,0,0,0
2019-02-28 13:55:50,0,1,0,0,44,0,0,0,0,0,0
2019-02-28 13:56:00,1,1,0,0,43,0,0,0,0,0,0
2019-02-28 13:56:10,1,0,0,0,43,0,0,0,0,0,0
2019-02-28 13:56:20,1,1,0,0,44,0,0,0,0,0,0
2019-02-28 13:56:30,2,1,0,0,45,0,0,0,0,0,0
2019-02-28 13:56:40,1,0,0,0,42,0,0,0,0,0,0
2019-02-28 13:56:50,1,0,0,0,40,0,0,0,0,0,0
2019-02-28 13:57:00,1,1,0,0,44,0,0,0,0,0,0
2019-02-28 13:57:10,1,1,0,0,41,0,0,0,0,0,0
2019-02-28 13:57:20,0,0,0,0,40,0,0,0,0,0,0
2019-02-28 13:57:30,2,1,0,0,42,0,0,0,0,0,0
2019-02-28 13:57:40,1,2,0,0,44,0,0,0,0,0,0
2019-02-28 13:57:50,0,1,0,0,44,0,0,0,0,0,0
2019-02-28 13:58:00,4,1,0,0,46,0,0,0,0,0,0
2019-02-28 13:58:10,1,1,0,0,43,0,0,0,0,0,0
2019-02-28 13:58:20,1,1,0,0,44,0,0,0,0,0,0
2019-02-28 13:58:30,2,0,0,0,43,0,0,0,0,0,0
2019-02-28 13:58:40,1,1,0,0,44,0,0,0,0,0,0
2019-02-28 13:58:50,0,1,0,0,40,0,0,0,0,0,0
2019-02-28 13:59:00,1,0,0,0,41,0,0,0,0,0,0
2019-02-28 13:59:10,1,0,0,0,41,0,0,0,0,0,0
2019-02-28 13:59:20,0,1,0,0,43,0,0,0,0,0,0
2019-02-28 13:59:30,2,0,0,0,42,0,0,0,0,0,0
2019-02-28 13:59:40,1,1,0,0,42,0,0,0,0,0,0
2019-02-28 13:59:50,1,0,0,0,42,0,0,0,0,0,0
2019-02-28 14:00:00,1,1,0,0,43,0,0,0,0,0,0
2019-02-28 14:00:10,1,1,0,0,43,0,0,0,0,0,0
2019-02-28 14:00:20,1,0,0,0,43,0,0,0,0,0,0
2019-02-28 14:00:30,2,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:00:40,1,1,0,0,44,0,0,0,0,0,0
2019-02-28 14:00:50,1,0,0,0,43,0,0,0,0,0,0
2019-02-28 14:01:00,0,1,0,0,40,0,0,0,0,0,0
2019-02-28 14:01:10,1,1,0,0,44,0,0,0,0,0,0
2019-02-28 14:01:20,1,0,0,0,42,0,0,0,0,0,0
2019-02-28 14:01:30,1,1,0,0,44,0,0,0,0,0,0
2019-02-28 14:01:40,2,1,0,0,43,0,0,0,0,0,0
2019-02-28 14:01:50,1,0,0,0,43,0,0,0,0,0,0
2019-02-28 14:02:00,1,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:02:10,0,0,0,0,42,0,0,0,0,0,0
2019-02-28 14:02:20,1,1,0,0,43,0,0,0,0,0,0
2019-02-28 14:02:30,2,1,0,0,42,0,0,0,0,0,0
2019-02-28 14:02:40,0,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:02:50,1,1,0,0,40,0,0,0,0,0,0
2019-02-28 14:03:00,1,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:03:10,1,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:03:20,0,0,0,0,42,0,0,0,0,0,0
2019-02-28 14:03:30,0,0,0,0,45,0,0,0,0,0,0
2019-02-28 14:03:40,1,1,0,0,40,0,0,0,0,0,0
2019-02-28 14:03:50,1,1,0,0,42,0,0,0,0,0,0
2019-02-28 14:04:00,0,0,0,0,42,0,0,0,0,0,0
2019-02-28 14:04:10,1,1,0,0,44,0,0,0,0,0,0
2019-02-28 14:04:20,1,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:04:30,2,0,0,0,45,0,0,0,0,0,0
2019-02-28 14:04:40,1,1,0,0,44,0,0,0,0,0,0
2019-02-28 14:04:50,2,1,0,0,43,0,0,0,0,0,0
2019-02-28 14:05:00,1,0,0,0,49,0,0,0,0,0,0
2019-02-28 14:05:10,1,1,0,0,42,0,0,0,0,0,0
2019-02-28 14:05:20,0,1,0,0,42,0,0,0,0,0,0
2019-02-28 14:05:30,0,0,0,0,41,0,0,0,0,0,0
2019-02-28 14:05:40,2,1,0,0,44,0,0,0,0,0,0
2019-02-28 14:05:50,1,0,0,0,41,0,0,0,0,0,0
2019-02-28 14:06:00,0,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:06:10,1,0,0,0,43,0,0,0,0,0,0
2019-02-28 14:06:20,1,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:06:30,0,1,0,0,42,0,0,0,0,0,0
2019-02-28 14:06:40,0,1,0,0,43,0,0,0,0,0,0
2019-02-28 14:06:50,2,1,0,0,43,0,0,0,0,0,0
2019-02-28 14:07:00,0,1,0,0,43,0,0,0,0,0,0
2019-02-28 14:07:10,1,0,0,0,43,0,0,0,0,0,0
2019-02-28 14:07:20,0,1,0,0,43,0,0,0,0,0,0
2019-02-28 14:07:30,1,1,0,0,42,0,0,0,0,0,0
2019-02-28 14:07:40,1,1,0,0,40,0,0,0,0,0,0
2019-02-28 14:07:50,1,1,0,0,42,0,0,0,0,0,0
2019-02-28 14:08:00,0,0,0,0,40,0,0,0,0,0,0
2019-02-28 14:08:10,1,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:08:20,1,1,0,0,44,0,0,0,0,0,0
2019-02-28 14:08:30,2,1,0,0,43,0,0,0,0,0,0
2019-02-28 14:08:40,1,1,0,0,44,0,0,0,0,0,0
2019-02-28 14:08:50,1,1,0,0,43,0,0,0,0,0,0
2019-02-28 14:09:00,1,0,0,0,40,0,0,0,0,0,0
2019-02-28 14:09:10,1,0,0,0,40,0,0,0,0,0,0
2019-02-28 14:09:20,0,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:09:30,0,1,0,0,45,0,0,0,0,0,0
2019-02-28 14:09:40,0,1,0,0,45,0,0,0,0,0,0
2019-02-28 14:09:50,0,0,0,0,41,0,0,0,0,0,0
2019-02-28 14:10:00,0,0,0,0,41,0,0,0,0,0,0
2019-02-28 14:10:10,1,1,0,0,43,0,0,0,0,0,0
2019-02-28 14:10:20,0,0,0,0,40,0,0,0,0,0,0
2019-02-28 14:10:30,0,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:10:40,2,1,0,0,44,0,0,0,0,0,0
